Case_ID,Application_Date,Decision_Date,Processing_Days,Visa_Type,Visa_Class,Applicant_Age,Gender,Applicant_Country,Visa_Country,Processing_Center,Case_Status,Application_Month
C-112559,2023-01-27,2024-02-26,36.0,Work,Employment Pass,37.0,Other,Bangladesh,Canada,Bangladesh_Main_Center,Pending,1
C-112560,2024-09-03,2024-10-07,34.0,Work,H1B,30.0,Other,Spain,Germany,Spain_Main_Center,Denied,9
C-112561,2021-10-23,2021-11-20,28.0,Tourist,Schengen Tourist,46.0,Other,South Korea,New Zealand,South Korea_Main_Center,Approved,10
C-112562,2020-01-01,2024-02-26,36.0,Student,F1,21.0,Male,Philippines,Germany,Cebu_Center,Pending,1
C-112563,2023-05-18,2023-07-21,64.0,Diplomatic,Diplomatic Visa,30.0,Female,Thailand,Singapore,Thailand_Main_Center,Approved,5
C-112564,2023-08-05,2024-02-26,36.0,Family,Family Reunion,26.0,Male,Germany,New Zealand,Berlin_Center,Pending,8
C-112565,2021-01-03,2021-07-31,209.0,Family,Partner Visa,59.0,Male,Iran,Singapore,Iran_Main_Center,Approved,1
C-112566,2024-10-26,2024-12-02,37.0,Student,Student Tier 4,30.0,Male,Egypt,Netherlands,Egypt_Main_Center,Approved,10
C-112567,2021-03-06,2021-04-14,39.0,Student,Study Permit,30.0,Unknown,Colombia,UAE,Colombia_Main_Center,Approved,3
C-112568,2024-06-24,2024-08-11,48.0,Student,Unknown,27.0,Male,Bangladesh,UK,Bangladesh_Main_Center,Approved,6
C-112569,2023-05-20,2024-02-26,36.0,Business,Business Visitor,42.0,Male,Spain,Canada,Spain_Main_Center,Pending,5
C-112570,2024-08-22,2024-10-17,56.0,Student,M1,20.0,Female,Italy,Australia,Italy_Main_Center,Approved,8
C-112571,2024-03-20,2024-04-13,24.0,Business,Business Visitor,62.0,Female,India,UK,Mumbai_Center,Approved,3
C-112572,2021-08-24,2021-11-21,89.0,Work,Skilled Worker,22.0,Male,Peru,USA,Peru_Main_Center,Approved,8
C-112573,2023-06-22,2023-08-07,46.0,Tourist,Tourist Visa,28.0,Other,Colombia,UK,Colombia_Main_Center,Approved,6
C-112574,2022-07-26,2022-08-09,14.0,Tourist,B2,54.0,Male,South Korea,Australia,South Korea_Main_Center,Approved,7
C-112575,2022-07-24,2022-08-29,36.0,Tourist,Tourist Visa,57.0,Male,Brazil,France,Sao Paulo_Center,Approved,7
C-112576,2021-11-15,2024-02-26,36.0,Student,Study Permit,24.0,Male,Turkey,Australia,Turkey_Main_Center,Pending,11
C-112577,2021-12-05,2022-04-23,139.0,Work,Work Permit,37.0,Other,Iran,New Zealand,Iran_Main_Center,Approved,12
C-112578,2021-08-18,2024-02-26,36.0,Family,Partner Visa,22.0,Male,Italy,France,Italy_Main_Center,Pending,8
C-112579,2022-05-12,2022-07-14,63.0,Student,M1,27.0,Female,Spain,Singapore,Spain_Main_Center,Approved,5
C-112580,2024-01-02,2024-02-07,36.0,Tourist,Schengen Tourist,45.0,Unknown,Turkey,UAE,Turkey_Main_Center,Approved,1
C-112581,2022-06-02,2022-09-13,103.0,Work,Skilled Worker,20.0,Other,Nigeria,France,Nigeria_Main_Center,Approved,6
C-112582,2022-09-27,2022-11-25,59.0,Diplomatic,A1,20.0,Male,Turkey,Canada,Turkey_Main_Center,Approved,9
C-112583,2023-02-04,2023-05-08,93.0,Work,H1B,48.0,Other,Russia,New Zealand,Russia_Main_Center,Approved,2
C-112584,2022-04-13,2022-05-19,36.0,Student,M1,27.0,Male,Italy,Australia,Italy_Main_Center,Denied,4
C-112585,2022-02-06,2022-04-30,83.0,Work,Skilled Worker,43.0,Male,Egypt,Netherlands,Egypt_Main_Center,Approved,2
C-112586,2021-02-09,2024-02-26,36.0,Student,Student Tier 4,20.0,Female,Nigeria,Switzerland,Nigeria_Main_Center,Pending,2
C-112587,2024-10-16,2025-01-03,79.0,Work,H1B,73.0,Female,Italy,UAE,Italy_Main_Center,Denied,10
C-112588,2024-10-22,2024-11-29,38.0,Tourist,Schengen Tourist,56.0,Female,Thailand,Australia,Thailand_Main_Center,Approved,10
C-112589,2022-01-12,2022-02-23,42.0,Tourist,Schengen Tourist,44.0,Male,Mexico,Germany,Juarez_Center,Approved,1
C-112590,2021-02-08,2024-02-26,36.0,Student,F1,24.0,Female,Colombia,France,Colombia_Main_Center,Pending,2
C-112591,2020-10-01,2020-12-02,62.0,Work,Work Permit,23.0,Female,Spain,Switzerland,Spain_Main_Center,Approved,10
C-112592,2021-09-07,2021-10-25,48.0,Student,Study Permit,27.0,Other,UK,France,London_Center,Denied,9
C-112593,2024-01-01,2024-02-03,33.0,Tourist,Schengen Tourist,57.0,Male,Vietnam,Singapore,Unknown,Approved,1
C-112594,2022-04-28,2022-08-10,104.0,Work,Skilled Worker,51.0,Other,Colombia,Japan,Colombia_Main_Center,Approved,4
C-112595,2022-04-07,2022-04-28,21.0,Tourist,Schengen Tourist,29.0,Other,Canada,USA,Toronto_Center,Approved,4
C-112596,2020-08-03,2020-09-21,49.0,Tourist,B2,35.0,Other,Turkey,USA,Turkey_Main_Center,Approved,8
C-112597,2021-12-26,2024-02-26,36.0,Tourist,Visitor Subclass 600,24.0,Male,Turkey,Japan,Turkey_Main_Center,Pending,12
C-112598,2021-07-22,2024-02-26,36.0,Family,Family Reunion,59.0,Male,Nigeria,France,Nigeria_Main_Center,Pending,7
C-112599,2022-12-01,2023-01-20,50.0,Student,Student Tier 4,21.0,Male,Pakistan,Switzerland,Pakistan_Main_Center,Approved,12
C-112600,2024-07-31,2025-02-12,196.0,Family,CR1,84.0,Male,Turkey,France,Unknown,Approved,7
C-112601,2022-12-06,2023-04-03,118.0,Work,L1,60.0,Other,South Korea,Australia,South Korea_Main_Center,Approved,12
C-112602,2023-07-16,2023-09-03,49.0,Tourist,Visitor Subclass 600,34.0,Female,Bangladesh,Germany,Bangladesh_Main_Center,Approved,7
C-112603,2022-08-11,2022-09-19,39.0,Student,Study Permit,19.0,Female,Philippines,Canada,Cebu_Center,Denied,8
C-112604,2020-09-01,2021-01-26,147.0,Work,L1,56.0,Other,Nigeria,New Zealand,Nigeria_Main_Center,Approved,9
C-112605,2022-11-23,2023-01-16,54.0,Student,M1,25.0,Other,Philippines,USA,Cebu_Center,Approved,11
C-112606,2023-10-17,2024-02-06,112.0,Work,Work Permit,19.0,Other,Iran,Japan,Iran_Main_Center,Approved,10
C-112607,2020-06-08,2020-07-28,50.0,Student,F1,19.0,Female,South Korea,Netherlands,South Korea_Main_Center,Approved,6
C-112608,2021-11-09,2021-12-31,52.0,Tourist,B2,55.0,Male,Canada,Switzerland,Vancouver_Center,Approved,11
C-112609,2023-06-29,2023-09-03,66.0,Student,Study Permit,30.0,Other,China,UAE,Shanghai_Center,Approved,6
C-112610,2022-08-22,2022-12-16,116.0,Work,L1,54.0,Other,China,New Zealand,Chengdu_Center,Approved,8
C-112611,2022-01-23,2022-04-03,70.0,Work,Work Permit,22.0,Other,Russia,USA,Russia_Main_Center,Denied,1
C-112612,2022-02-25,2022-04-13,47.0,Student,M1,23.0,Male,Canada,Germany,Vancouver_Center,Approved,2
C-112613,2022-09-13,2022-10-30,47.0,Student,F1,23.0,Male,Nigeria,Japan,Nigeria_Main_Center,Approved,9
C-112614,2023-09-27,2023-10-15,18.0,Business,B1,22.0,Male,Nigeria,New Zealand,Nigeria_Main_Center,Denied,9
C-112615,2024-07-16,2024-08-15,30.0,Tourist,Visitor Subclass 600,67.0,Male,South Korea,Japan,South Korea_Main_Center,Denied,7
C-112616,2020-08-06,2024-02-26,36.0,Tourist,Visitor Subclass 600,57.0,Male,Brazil,France,Sao Paulo_Center,Pending,8
C-112617,2024-06-24,2024-07-21,27.0,Tourist,Visitor Subclass 600,35.0,Male,China,Japan,Beijing_Center,Approved,6
C-112618,2023-02-07,2023-04-14,66.0,Student,Study Permit,30.0,Male,France,Netherlands,France_Main_Center,Approved,2
C-112619,2020-09-12,2024-02-26,36.0,Student,F1,22.0,Unknown,Spain,France,Spain_Main_Center,Pending,9
C-112620,2020-01-13,2020-03-20,67.0,Work,H1B,31.0,Other,Nigeria,Switzerland,Nigeria_Main_Center,Approved,1
C-112621,2021-06-05,2024-02-26,36.0,Tourist,B2,29.0,Female,UK,New Zealand,London_Center,Pending,6
C-112622,2021-03-17,2021-04-02,16.0,Business,Schengen Business,56.0,Female,Italy,France,Italy_Main_Center,Denied,3
C-112623,2022-10-05,2023-01-07,94.0,Work,H1B,67.0,Other,Iran,UAE,Iran_Main_Center,Approved,10
C-112624,2022-10-23,2023-02-11,111.0,Work,H1B,36.0,Other,Bangladesh,Canada,Bangladesh_Main_Center,Approved,10
C-112625,2020-05-29,2020-07-12,44.0,Tourist,Visitor Subclass 600,45.0,Unknown,Bangladesh,France,Bangladesh_Main_Center,Approved,5
C-112626,2023-04-12,2023-05-16,34.0,Student,M1,23.0,Male,Bangladesh,Switzerland,Bangladesh_Main_Center,Approved,4
C-112627,2021-09-29,2021-10-17,18.0,Business,Schengen Business,39.0,Male,UK,France,Manchester_Center,Approved,9
C-112628,2020-10-18,2020-11-18,31.0,Tourist,B2,25.0,Other,Russia,UK,Russia_Main_Center,Approved,10
C-112629,2023-10-24,2023-11-15,22.0,Tourist,Visitor Subclass 600,58.0,Female,Russia,USA,Russia_Main_Center,Approved,10
C-112630,2024-08-18,2024-09-24,37.0,Tourist,Tourist Visa,22.0,Female,Thailand,Japan,Thailand_Main_Center,Approved,8
C-112631,2020-09-08,2020-11-13,66.0,Diplomatic,Diplomatic Visa,64.0,Male,Canada,Singapore,Vancouver_Center,Approved,9
C-112632,2020-02-21,2020-04-19,58.0,Student,Study Permit,29.0,Other,Turkey,France,Turkey_Main_Center,Approved,2
C-112633,2021-10-31,2021-12-14,44.0,Tourist,B2,50.0,Male,Kenya,USA,Kenya_Main_Center,Denied,10
C-112634,2022-01-20,2024-02-26,36.0,Tourist,Schengen Tourist,54.0,Male,Italy,Canada,Italy_Main_Center,Pending,1
C-112635,2020-04-21,2024-02-26,36.0,Tourist,Tourist Visa,56.0,Male,Turkey,USA,Turkey_Main_Center,Pending,4
C-112636,2020-02-12,2020-04-01,49.0,Student,Study Permit,20.0,Female,Pakistan,Japan,Pakistan_Main_Center,Approved,2
C-112637,2022-10-26,2022-11-14,19.0,Tourist,Schengen Tourist,72.0,Other,Spain,Japan,Spain_Main_Center,Approved,10
C-112638,2023-02-23,2023-05-12,78.0,Work,Unknown,27.0,Other,Turkey,USA,Turkey_Main_Center,Approved,2
C-112639,2024-05-21,2024-02-26,36.0,Tourist,Visitor Subclass 600,30.0,Female,China,Australia,Chengdu_Center,Pending,5
C-112640,2022-04-27,2022-08-08,103.0,Work,Employment Pass,19.0,Male,UK,France,Manchester_Center,Approved,4
C-112641,2020-11-13,2024-02-26,36.0,Family,Partner Visa,11.0,Other,Canada,Singapore,Vancouver_Center,Pending,11
C-112642,2022-09-24,2022-12-31,98.0,Work,Skilled Worker,55.0,Other,UK,Switzerland,London_Center,Approved,9
C-112643,2021-08-09,2024-02-26,36.0,Tourist,Tourist Visa,59.0,Male,Bangladesh,France,Bangladesh_Main_Center,Pending,8
C-112644,2023-05-16,2023-06-03,18.0,Tourist,Visitor Subclass 600,34.0,Male,Egypt,Netherlands,Egypt_Main_Center,Approved,5
C-112645,2020-11-30,2021-01-05,36.0,Tourist,B2,39.0,Other,Canada,UK,Toronto_Center,Approved,11
C-112646,2023-10-10,2023-11-24,45.0,Student,Study Permit,21.0,Male,UK,Germany,Manchester_Center,Denied,10
C-112647,2022-12-09,2023-03-08,89.0,Work,Work Permit,27.0,Female,Russia,France,Russia_Main_Center,Approved,12
C-112648,2024-08-04,2024-09-18,45.0,Tourist,Tourist Visa,19.0,Other,UK,Germany,London_Center,Approved,8
C-112649,2023-01-27,2023-02-17,21.0,Tourist,Tourist Visa,33.0,Other,Bangladesh,USA,Bangladesh_Main_Center,Approved,1
C-112650,2022-03-21,2022-05-06,46.0,Student,Study Permit,22.0,Female,South Korea,UAE,South Korea_Main_Center,Approved,3
C-112651,2021-12-11,2022-03-17,96.0,Work,H1B,39.0,Male,Spain,France,Spain_Main_Center,Denied,12
C-112652,2022-01-17,2022-02-10,24.0,Business,B1,67.0,Male,Brazil,Germany,Sao Paulo_Center,Approved,1
C-112653,2021-06-02,2021-07-26,54.0,Tourist,Tourist Visa,20.0,Female,South Korea,Singapore,South Korea_Main_Center,Denied,6
C-112654,2022-01-29,2022-03-31,61.0,Student,M1,20.0,Male,Canada,Japan,Montreal_Center,Approved,1
C-112655,2022-03-02,2024-02-26,36.0,Tourist,Visitor Subclass 600,57.0,Female,Canada,USA,Toronto_Center,Pending,3
C-112656,2022-11-25,2023-01-04,40.0,Student,Study Permit,22.0,Male,South Korea,Australia,South Korea_Main_Center,Approved,11
C-112657,2023-03-21,2023-07-12,113.0,Work,Employment Pass,34.0,Male,Egypt,France,Egypt_Main_Center,Approved,3
C-112658,2021-08-24,2021-09-18,25.0,Tourist,B2,30.0,Male,Kenya,Canada,Kenya_Main_Center,Approved,8
C-112659,2020-09-07,2020-10-11,34.0,Tourist,Unknown,41.0,Other,Brazil,Singapore,Unknown,Approved,9
C-112660,2022-06-23,2022-08-01,39.0,Tourist,B2,60.0,Other,India,UK,Mumbai_Center,Denied,6
C-112661,2021-12-18,2022-01-25,38.0,Student,Study Permit,29.0,Other,Italy,Australia,Italy_Main_Center,Approved,12
C-112662,2021-08-31,2024-02-26,36.0,Tourist,Schengen Tourist,21.0,Other,South Korea,Switzerland,South Korea_Main_Center,Pending,8
C-112663,2022-07-18,2022-08-23,36.0,Tourist,Schengen Tourist,37.0,Female,Nigeria,France,Nigeria_Main_Center,Approved,7
C-112664,2020-04-07,2020-07-08,92.0,Work,Work Permit,40.0,Male,Nigeria,Germany,Nigeria_Main_Center,Approved,4
C-112665,2024-01-27,2024-04-10,74.0,Work,L1,73.0,Other,Turkey,Australia,Turkey_Main_Center,Approved,1
C-112666,2023-05-16,2023-08-07,83.0,Work,Work Permit,26.0,Female,Spain,France,Spain_Main_Center,Approved,5
C-112667,2020-03-19,2024-02-26,36.0,Student,Study Permit,27.0,Female,China,New Zealand,Beijing_Center,Pending,3
C-112668,2021-02-20,2021-03-06,14.0,Business,B1,54.0,Female,China,Japan,Guangzhou_Center,Denied,2
C-112669,2021-03-13,2021-05-04,52.0,Student,F1,23.0,Female,Colombia,UAE,Colombia_Main_Center,Approved,3
C-112670,2022-02-07,2024-02-26,36.0,Work,H1B,61.0,Male,UK,New Zealand,Manchester_Center,Pending,2
C-112671,2023-09-19,2023-10-14,25.0,Student,M1,21.0,Female,Peru,New Zealand,Peru_Main_Center,Approved,9
C-112672,2021-06-02,2021-11-30,181.0,Family,IR1,89.0,Male,Italy,New Zealand,Italy_Main_Center,Denied,6
C-112673,2023-11-17,2023-12-23,36.0,Tourist,Visitor Subclass 600,41.0,Other,Pakistan,Singapore,Pakistan_Main_Center,Approved,11
C-112674,2022-06-24,2022-07-24,30.0,Tourist,Visitor Subclass 600,19.0,Female,Germany,Canada,Berlin_Center,Approved,6
C-112675,2020-08-15,2020-12-31,138.0,Work,Skilled Worker,65.0,Male,Mexico,New Zealand,Guadalajara_Center,Approved,8
C-112676,2021-03-21,2021-06-24,95.0,Work,Skilled Worker,74.0,Other,Turkey,UK,Turkey_Main_Center,Approved,3
C-112677,2022-05-24,2024-02-26,36.0,Business,Business Visitor,38.0,Other,Peru,UK,Peru_Main_Center,Pending,5
C-112678,2022-12-03,2023-01-26,54.0,Student,M1,29.0,Male,India,Canada,Mumbai_Center,Approved,12
C-112679,2020-09-26,2021-01-13,109.0,Work,Unknown,73.0,Female,Bangladesh,Switzerland,Bangladesh_Main_Center,Approved,9
C-112680,2023-05-04,2023-06-13,40.0,Student,M1,23.0,Male,Japan,Switzerland,Japan_Main_Center,Approved,5
C-112681,2023-02-27,2023-04-15,47.0,Student,F1,25.0,Male,Thailand,Netherlands,Thailand_Main_Center,Approved,2
C-112682,2023-01-18,2023-02-16,29.0,Tourist,Visitor Subclass 600,67.0,Male,Japan,UK,Japan_Main_Center,Approved,1
C-112683,2022-10-04,2023-02-09,128.0,Work,L1,31.0,Male,Spain,Japan,Spain_Main_Center,Approved,10
C-112684,2022-09-30,2022-12-25,86.0,Work,Skilled Worker,21.0,Male,France,UAE,France_Main_Center,Approved,9
C-112685,2024-05-01,2024-06-30,60.0,Transit,Transit Visa,59.0,Other,Italy,Japan,Italy_Main_Center,Approved,5
C-112686,2024-11-05,2025-03-31,146.0,Family,Family Reunion,29.0,Female,UK,Germany,London_Center,Denied,11
C-112687,2024-03-18,2024-04-21,34.0,Student,Student Tier 4,19.0,Male,Philippines,France,Cebu_Center,Approved,3
C-112688,2020-10-07,2020-10-27,20.0,Tourist,Tourist Visa,37.0,Female,Kenya,Netherlands,Kenya_Main_Center,Approved,10
C-112689,2024-08-29,2024-10-08,40.0,Tourist,Visitor Subclass 600,57.0,Female,Spain,Switzerland,Spain_Main_Center,Approved,8
C-112690,2024-04-14,2024-02-26,36.0,Tourist,Unknown,32.0,Male,Spain,Germany,Spain_Main_Center,Pending,4
C-112691,2024-02-01,2024-02-26,25.0,Tourist,Schengen Tourist,49.0,Male,Thailand,UK,Thailand_Main_Center,Approved,2
C-112692,2024-08-18,2024-09-15,28.0,Business,Unknown,27.0,Other,China,Netherlands,Guangzhou_Center,Denied,8
C-112693,2024-12-21,2025-02-07,48.0,Tourist,Tourist Visa,40.0,Other,Kenya,Singapore,Kenya_Main_Center,Approved,12
C-112694,2024-09-18,2025-05-10,234.0,Family,Partner Visa,25.0,Female,Russia,Canada,Russia_Main_Center,Approved,9
C-112695,2020-05-22,2020-06-15,24.0,Tourist,Tourist Visa,22.0,Other,Egypt,Netherlands,Egypt_Main_Center,Approved,5
C-112696,2023-06-13,2023-08-05,53.0,Student,Study Permit,23.0,Female,Peru,UAE,Peru_Main_Center,Denied,6
C-112697,2023-01-12,2023-02-25,44.0,Student,M1,30.0,Female,China,USA,Shanghai_Center,Approved,1
C-112698,2022-10-02,2022-11-24,53.0,Student,Study Permit,25.0,Female,Germany,France,Berlin_Center,Approved,10
C-112699,2023-03-26,2023-05-01,36.0,Tourist,Schengen Tourist,32.0,Male,Spain,Switzerland,Spain_Main_Center,Approved,3
C-112700,2022-09-25,2022-10-23,28.0,Tourist,B2,32.0,Other,Pakistan,Australia,Pakistan_Main_Center,Approved,9
C-112701,2024-03-20,2024-02-26,36.0,Tourist,Tourist Visa,75.0,Male,Spain,USA,Spain_Main_Center,Pending,3
C-112702,2022-04-04,2022-04-28,24.0,Business,Business Visitor,29.0,Unknown,Spain,New Zealand,Unknown,Approved,4
C-112703,2021-02-17,2021-03-05,16.0,Business,Business Visitor,62.0,Female,Spain,Netherlands,Spain_Main_Center,Approved,2
C-112704,2021-10-25,2024-02-26,36.0,Business,Business Visitor,39.0,Male,Brazil,Netherlands,Sao Paulo_Center,Pending,10
C-112705,2021-02-03,2021-05-03,89.0,Work,L1,62.0,Other,Pakistan,Australia,Pakistan_Main_Center,Approved,2
C-112706,2021-10-04,2021-11-20,47.0,Work,Employment Pass,59.0,Female,Colombia,France,Colombia_Main_Center,Approved,10
C-112707,2022-01-03,2022-08-29,238.0,Family,Partner Visa,40.0,Other,Canada,UAE,Vancouver_Center,Approved,1
C-112708,2023-07-20,2023-08-27,38.0,Tourist,B2,61.0,Other,Italy,Australia,Italy_Main_Center,Approved,7
C-112709,2023-03-07,2023-03-22,15.0,Tourist,Tourist Visa,67.0,Other,Japan,Singapore,Japan_Main_Center,Approved,3
C-112710,2024-10-23,2024-11-20,28.0,Tourist,Schengen Tourist,52.0,Other,Spain,Switzerland,Spain_Main_Center,Approved,10
C-112711,2022-01-19,2022-03-30,70.0,Student,M1,30.0,Female,Canada,Switzerland,Vancouver_Center,Approved,1
C-112712,2022-06-26,2022-07-29,33.0,Tourist,Unknown,18.0,Female,Mexico,New Zealand,Guadalajara_Center,Approved,6
C-112713,2021-02-09,2021-03-04,23.0,Business,B1,45.0,Male,Russia,UK,Russia_Main_Center,Approved,2
C-112714,2022-06-14,2022-07-14,30.0,Business,B1,60.0,Female,Japan,Switzerland,Japan_Main_Center,Approved,6
C-112715,2020-09-12,2020-10-23,41.0,Work,Employment Pass,36.0,Other,France,Germany,France_Main_Center,Approved,9
C-112716,2024-03-23,2024-05-03,41.0,Tourist,B2,60.0,Female,Germany,UK,Berlin_Center,Unknown,3
C-112717,2024-05-02,2024-06-03,32.0,Student,Study Permit,25.0,Other,Peru,France,Peru_Main_Center,Approved,5
C-112718,2021-06-24,2021-07-25,31.0,Business,B1,26.0,Male,Kenya,Australia,Kenya_Main_Center,Denied,6
C-112719,2021-07-01,2021-08-23,53.0,Diplomatic,A1,50.0,Female,Nigeria,France,Nigeria_Main_Center,Denied,7
C-112720,2021-12-30,2022-06-08,160.0,Family,Partner Visa,14.0,Other,Peru,Netherlands,Peru_Main_Center,Approved,12
C-112721,2022-02-13,2022-03-03,18.0,Business,B1,18.0,Male,Italy,Netherlands,Italy_Main_Center,Approved,2
C-112722,2020-04-25,2020-07-14,80.0,Work,H1B,41.0,Male,Germany,Switzerland,Unknown,Approved,4
C-112723,2020-08-03,2020-09-18,46.0,Tourist,Unknown,74.0,Other,Thailand,Singapore,Thailand_Main_Center,Approved,8
C-112724,2024-12-30,2025-01-23,24.0,Business,Schengen Business,64.0,Male,Nigeria,Australia,Nigeria_Main_Center,Approved,12
C-112725,2022-01-29,2022-03-18,48.0,Student,F1,27.0,Female,Pakistan,Singapore,Pakistan_Main_Center,Unknown,1
C-112726,2024-12-16,2025-02-05,51.0,Student,Study Permit,22.0,Other,Mexico,Netherlands,Guadalajara_Center,Approved,12
C-112727,2024-05-02,2024-02-26,36.0,Work,L1,31.0,Female,Thailand,France,Thailand_Main_Center,Pending,5
C-112728,2020-02-23,2024-02-26,36.0,Student,F1,29.0,Other,France,Netherlands,France_Main_Center,Pending,2
C-112729,2023-09-21,2023-11-01,41.0,Diplomatic,A1,37.0,Female,Japan,Germany,Japan_Main_Center,Approved,9
C-112730,2020-10-20,2021-02-11,114.0,Work,Work Permit,52.0,Male,Nigeria,Switzerland,Nigeria_Main_Center,Approved,10
C-112731,2020-09-14,2020-11-01,48.0,Student,M1,20.0,Other,Germany,Australia,Berlin_Center,Approved,9
C-112732,2020-10-23,2020-12-11,49.0,Student,F1,22.0,Female,Colombia,France,Colombia_Main_Center,Approved,10
C-112733,2022-06-16,2022-07-22,36.0,Tourist,Schengen Tourist,37.0,Other,Brazil,Canada,Rio de Janeiro_Center,Approved,6
C-112734,2020-09-23,2021-01-09,108.0,Work,Work Permit,52.0,Male,Philippines,France,Manila_Center,Approved,9
C-112735,2021-06-28,2022-08-20,418.0,Tourist,Visitor Subclass 600,38.0,Unknown,Germany,Japan,Frankfurt_Center,Denied,6
C-112736,2021-02-01,2021-02-21,20.0,Student,F1,19.0,Other,Kenya,USA,Kenya_Main_Center,Approved,2
C-112737,2024-11-22,2024-12-23,31.0,Tourist,B2,43.0,Female,China,Netherlands,Chengdu_Center,Approved,11
C-112738,2021-03-01,2021-05-15,75.0,Work,Skilled Worker,20.0,Other,Canada,Australia,Montreal_Center,Approved,3
C-112739,2021-06-30,2021-08-02,33.0,Business,Business Visitor,66.0,Female,Turkey,UAE,Turkey_Main_Center,Approved,6
C-112740,2020-04-26,2020-07-24,89.0,Work,H1B,27.0,Female,Philippines,Germany,Cebu_Center,Unknown,4
C-112741,2024-05-13,2024-07-07,55.0,Diplomatic,Unknown,58.0,Female,Thailand,Singapore,Thailand_Main_Center,Denied,5
C-112742,2020-08-09,2020-10-25,77.0,Diplomatic,A1,30.0,Male,Nigeria,USA,Nigeria_Main_Center,Approved,8
C-112743,2024-04-04,2024-07-06,93.0,Work,Employment Pass,19.0,Female,India,Switzerland,Mumbai_Center,Approved,4
C-112744,2024-10-01,2024-11-26,56.0,Work,Employment Pass,71.0,Female,Russia,France,Russia_Main_Center,Denied,10
C-112745,2020-10-24,2020-12-14,51.0,Student,Study Permit,24.0,Male,Bangladesh,France,Bangladesh_Main_Center,Approved,10
C-112746,2022-11-05,2022-12-25,50.0,Student,M1,24.0,Other,South Korea,France,South Korea_Main_Center,Approved,11
C-112747,2021-10-23,2021-12-07,45.0,Student,M1,21.0,Male,Russia,Singapore,Russia_Main_Center,Approved,10
C-112748,2020-03-17,2020-04-11,25.0,Tourist,Schengen Tourist,36.0,Male,Brazil,Switzerland,Unknown,Approved,3
C-112749,2023-06-02,2023-07-06,34.0,Tourist,Visitor Subclass 600,51.0,Male,Mexico,Japan,Monterrey_Center,Unknown,6
C-112750,2023-10-25,2023-11-30,36.0,Student,F1,30.0,Male,India,New Zealand,Kolkata_Center,Unknown,10
C-112751,2020-09-10,2020-11-17,68.0,Student,Student Tier 4,27.0,Male,Germany,Switzerland,Berlin_Center,Approved,9
C-112752,2021-04-15,2021-08-02,109.0,Work,Work Permit,71.0,Male,Italy,UAE,Italy_Main_Center,Approved,4
C-112753,2020-03-19,2020-07-26,129.0,Work,Work Permit,45.0,Other,China,Singapore,Shanghai_Center,Approved,3
C-112754,2022-12-04,2023-01-11,38.0,Tourist,B2,67.0,Female,Egypt,UK,Egypt_Main_Center,Approved,12
C-112755,2020-07-30,2020-09-28,60.0,Student,Student Tier 4,21.0,Male,India,USA,Kolkata_Center,Approved,7
C-112756,2021-06-26,2021-09-02,68.0,Diplomatic,A1,69.0,Male,Pakistan,UAE,Pakistan_Main_Center,Approved,6
C-112757,2021-08-13,2021-12-15,124.0,Work,H1B,49.0,Male,China,Canada,Guangzhou_Center,Approved,8
C-112758,2024-05-16,2024-06-29,44.0,Transit,Transit Visa,30.0,Other,Philippines,USA,Cebu_Center,Approved,5
C-112759,2020-09-09,2020-09-27,18.0,Business,Schengen Business,35.0,Other,Canada,Singapore,Vancouver_Center,Approved,9
C-112760,2023-11-24,2024-03-08,105.0,Work,Work Permit,54.0,Female,France,USA,France_Main_Center,Approved,11
C-112761,2020-04-25,2020-07-09,75.0,Student,Student Tier 4,21.0,Female,Canada,Australia,Montreal_Center,Approved,4
C-112762,2023-10-17,2024-02-26,36.0,Work,Work Permit,70.0,Male,Colombia,Singapore,Colombia_Main_Center,Pending,10
C-112763,2020-05-20,2020-06-24,35.0,Tourist,Unknown,27.0,Male,India,Canada,Hyderabad_Center,Denied,5
C-112764,2024-11-03,2025-01-06,64.0,Student,Unknown,30.0,Other,Thailand,Japan,Thailand_Main_Center,Approved,11
C-112765,2023-10-14,2023-11-02,19.0,Tourist,Unknown,32.0,Other,Iran,UAE,Iran_Main_Center,Denied,10
C-112766,2022-06-24,2022-08-13,50.0,Student,Study Permit,28.0,Male,Thailand,New Zealand,Thailand_Main_Center,Approved,6
C-112767,2020-05-10,2020-06-19,40.0,Student,Student Tier 4,20.0,Other,Pakistan,Netherlands,Pakistan_Main_Center,Approved,5
C-112768,2024-01-26,2024-06-28,154.0,Family,CR1,20.0,Male,Germany,USA,Frankfurt_Center,Approved,1
C-112769,2021-12-29,2022-02-10,43.0,Tourist,Visitor Subclass 600,43.0,Male,Japan,Switzerland,Japan_Main_Center,Denied,12
C-112770,2021-03-08,2021-04-11,34.0,Tourist,Schengen Tourist,62.0,Male,China,USA,Shanghai_Center,Approved,3
C-112771,2021-01-09,2021-03-06,56.0,Student,M1,22.0,Male,Vietnam,France,Vietnam_Main_Center,Approved,1
C-112772,2024-06-01,2024-08-23,83.0,Work,L1,63.0,Other,Bangladesh,Germany,Bangladesh_Main_Center,Approved,6
C-112773,2023-05-17,2024-02-26,36.0,Business,B1,47.0,Unknown,Thailand,France,Thailand_Main_Center,Pending,5
C-112774,2020-07-08,2020-10-08,92.0,Work,H1B,19.0,Male,Kenya,Canada,Kenya_Main_Center,Denied,7
